mgra,TAZ,hh,pop,emp_self,emp_ag,emp_const_non_bldg_prod,emp_const_non_bldg_office,emp_utilities_prod,emp_utilities_office,emp_const_bldg_prod,emp_const_bldg_office,emp_mfg_prod,emp_mfg_office,emp_whsle_whs,emp_trans,emp_retail,emp_prof_bus_svcs,emp_prof_bus_svcs_bldg_maint,emp_pvt_ed_k12,emp_pvt_ed_post_k12_oth,emp_health,emp_personal_svcs_office,emp_amusement,emp_hotel,emp_restaurant_bar,emp_personal_svcs_retail,emp_religious,emp_pvt_hh,emp_state_local_gov_ent,emp_scrap_other,emp_fed_non_mil,emp_fed_mil,emp_state_local_gov_blue,emp_state_local_gov_white,emp_public_ed,emp_own_occ_dwell_mgmt,emp_fed_gov_accts,emp_st_lcl_gov_accts,emp_cap_accts,emp_total,collegeEnroll,otherCollegeEnroll,AdultSchEnrl,EnrollGradeKto8,EnrollGrade9to12,PrivateEnrollGradeKto8,ech_dist,hch_dist,parkarea,hstallsoth,hstallssam,hparkcost,numfreehrs,dstallsoth,dstallssam,dparkcost,mstallsoth,mstallssam,mparkcost,TotInt,DUDen,EmpDen,PopDen,RetEmpDen,IntDenBin,EmpDenBin,DuDenBin,POINT_X,POINT_Y,ACRES,HotelRoomTotal,mall_flag,beachAcres,geoSRate,geoSRateNm
253,2960,318,938,0,0,2,0,0,0,0,0,0,0,0,0,2,32,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,1,17,0,1,1,2,919979,593226,23,0,0,0,1,1
254,2960,921,2146,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,1,19,0,1,1,2,922374,592328,47,0,0,0,1,1
255,2960,123,432,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,1,14,0,1,1,2,922621,593598,20,0,0,0,1,1
256,2960,320,920,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,1,15,0,1,1,2,920957,594162,20,0,0,0,1,1
257,2961,362,993,0,0,0,0,0,0,0,0,14,0,0,0,0,20,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,2,12,0,1,1,1,923721,595417,39,0,0,0,1,1
258,2961,180,524,0,0,4,0,0,0,0,0,0,0,11,0,21,170,0,0,3,75,81,0,0,16,0,0,0,0,0,0,0,0,0,26,0,0,0,0,407,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,2,14,0,1,1,1,925203,594507,73,0,0,0,1,1
259,2961,162,590,0,0,10,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,1,13,0,1,1,1,925359,596229,41,0,0,0,1,1
260,2961,108,408,0,0,10,0,0,0,0,0,7,0,4,2,0,50,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,1,12,0,1,1,1,922145,595746,119,0,0,0,1,1
261,2961,211,569,0,0,2,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,1,11,0,1,1,1,924064,596390,22,0,0,0,1,1
262,2961,272,727,0,0,5,0,0,0,0,0,0,0,6,0,0,22,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,2,15,0,1,1,2,923986,594417,41,0,0,0,1,1
263,2962,813,1666,0,0,44,0,0,0,0,0,0,0,0,0,0,47,0,0,1,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,7,2,15,0,1,1,2,923374,590820,94,0,0,0,1,1
264,2962,401,856,0,0,4,0,0,0,0,0,0,0,0,2,70,39,0,0,0,35,30,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,1,16,0,1,1,2,923788,592113,48,0,0,0,1,1
265,2962,61,160,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,2,12,0,1,1,2,922702,591574,13,0,0,0,1,1
266,2963,284,898,0,0,12,0,0,0,0,0,4,0,3,2,0,40,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,2,17,0,1,1,2,924880,592744,57,0,0,0,1,1
267,2963,220,725,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,1,1,1,926812,593305,54,0,0,0,1,1
268,2963,121,435,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,7,2,17,0,1,1,2,925641,590996,35,0,0,0,1,1
269,2963,130,453,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,4,13,0,1,1,1,926137,592184,35,0,0,0,1,1
270,2963,84,321,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,2,11,0,1,1,1,926920,591191,28,0,0,0,1,1
271,2963,93,350,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,1,1,1,927205,592326,30,0,0,0,1,1
272,2964,30,130,0,0,52,0,0,0,0,0,64,0,32,41,42,40,0,0,3,9,25,16,0,16,0,0,0,71,0,0,0,0,0,388,0,0,0,0,801,0,0,0,720,3281,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,1,1,1,928661,595290,209,0,0,0,1,1
273,2964,174,600,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,3,7,0,1,1,1,926704,596232,39,0,0,0,1,1
274,2964,177,634,0,0,5,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,3,7,0,1,1,1,926671,594772,46,0,0,0,1,1
275,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,1,1,1,929958,593562,0,0,0,0,1,1
276,2965,56,193,0,6,116,0,0,0,0,0,214,0,155,49,99,175,0,0,2,0,48,35,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,1,1,1,928547,592554,81,0,0,0,1,1
277,2966,101,326,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,1,13,0,1,1,2,931237,588598,68,0,0,0,1,1
278,2966,67,277,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,1,1,1,932147,592637,28,0,0,0,1,1
279,2966,122,363,0,0,10,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,3,7,0,1,1,1,930363,592403,88,0,0,0,1,1
280,2966,225,642,0,0,5,0,0,0,0,0,0,0,0,0,4,16,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,8,0,1,1,1,930887,590579,57,0,0,0,1,1
281,2966,77,282,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,1,1,1,932288,589978,56,0,0,0,1,1
282,2966,98,371,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,1,1,1,932713,588170,45,0,0,0,1,1
283,2966,108,320,0,0,8,0,0,0,0,0,0,0,3,0,1,20,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,1,1,1,932248,591261,44,0,0,0,1,1
284,2966,155,424,0,0,12,0,0,0,0,0,0,0,0,0,38,29,0,0,0,24,30,0,0,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,4,15,1,1,1,2,931514,587380,33,0,0,0,1,1
285,2967,267,787,0,0,72,0,0,0,0,0,0,0,0,0,7,26,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,1,1,1,931146,595349,101,0,0,0,1,1
286,2967,109,345,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,1,1,1,933052,595732,62,0,0,0,1,1
287,2967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,1,1,1,930207,595228,24,0,0,0,1,1
288,2967,181,539,0,0,2,0,0,0,0,0,0,0,3,0,0,47,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,1,1,1,932403,593844,57,0,0,0,1,1
289,2967,86,301,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,1,1,1,931014,595999,22,0,0,0,1,1
290,2967,118,368,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,7,0,1,1,1,932178,595415,41,0,0,0,1,1
291,2968,146,433,0,0,12,0,0,0,0,0,0,0,6,0,16,15,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,1,1,1,934224,596320,57,0,0,0,1,1
292,2968,150,444,0,0,17,0,0,0,0,0,0,0,17,0,27,70,0,0,0,6,42,5,0,1,0,0,0,0,0,0,0,0,0,63,0,0,0,0,248,0,0,0,1784,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,9,7,0,1,1,1,935551,596249,59,0,0,0,1,1
293,2968,85,256,0,2,25,0,0,0,0,0,7,0,14,0,1,187,0,0,2,154,93,0,0,18,0,0,0,0,0,0,0,0,0,21,0,0,0,0,524,0,0,0,0,0,189,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,12,5,1,1,2,1,935554,594433,53,0,0,0,1,1
294,2968,28,91,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,109,0,0,0,1768,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,3,6,0,1,1,1,934212,594152,77,0,0,0,1,1
295,2969,162,332,0,0,0,0,0,0,0,0,0,0,3,0,3,66,0,0,3,2517,65,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2662,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,13,7,1,1,2,1,936960,596434,62,0,0,0,1,1
296,2969,31,106,0,0,0,0,0,0,0,0,5,0,0,6,26,82,0,0,0,128,42,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,14,8,1,1,2,1,936511,594860,30,0,0,0,1,1
297,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,8,7,1,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,13,10,1,1,2,1,937854,594479,9,0,0,0,1,1
298,2970,16,36,0,0,0,0,0,0,0,0,18,0,2,6,168,226,0,0,14,41,76,49,0,127,0,0,0,0,0,0,0,0,0,73,0,0,0,0,800,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,14,10,1,1,2,1,937335,593971,41,0,0,0,1,1
299,2971,45,123,0,0,17,0,0,0,0,0,35,0,12,0,272,362,0,0,0,26,80,11,0,71,0,0,0,5,0,0,0,0,0,0,0,0,0,0,891,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,15,9,1,1,2,1,938761,596622,81,0,0,0,1,1
300,2971,43,118,0,0,47,0,0,0,0,0,28,0,28,0,5,1229,0,0,2,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,13,9,1,1,2,1,937682,595076,13,0,0,0,1,1
301,2972,94,331,0,0,0,0,0,0,0,0,9,0,0,0,2,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,15,13,1,1,2,2,939140,596145,17,0,0,0,1,1
302,2972,121,427,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,6,18,1,1,1,2,940081,595779,58,0,0,0,1,1
303,2972,172,587,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,12,12,1,1,2,1,938898,595228,26,0,0,0,1,1
304,2973,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,7,2,15,0,1,1,2,942509,597190,15,0,0,0,1,1
305,2973,318,763,0,0,0,0,0,0,0,0,0,0,0,8,3,65,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,10,2,20,0,1,1,2,941970,596384,45,0,0,0,1,1
306,2973,388,816,0,0,0,0,0,0,0,0,4,0,0,6,13,20,0,0,0,0,11,13,0,127,0,0,0,3,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,12,3,25,0,1,1,3,942946,595272,22,0,0,0,1,1
307,2973,379,822,0,0,37,0,0,0,0,0,0,0,2,0,2,47,0,0,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,10,2,20,0,1,1,2,943553,596262,19,0,0,0,1,1
308,2973,236,572,0,2,5,0,0,0,0,0,0,0,30,0,5,32,0,0,0,15,62,0,0,54,0,0,0,0,0,0,0,0,0,46,0,0,0,0,250,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,12,3,27,0,1,1,3,941526,595416,32,0,0,0,1,1
309,2973,398,844,0,0,5,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,2,16,0,1,1,2,942466,596832,14,0,0,0,1,1
310,2973,109,271,0,0,5,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,9,4,21,1,1,1,2,941075,596045,10,0,0,0,1,1
311,2973,326,667,0,0,2,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,2,17,0,1,1,2,943251,596587,11,0,0,0,1,1
312,2974,242,472,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,6,3,11,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,11,2,21,0,1,1,3,942953,591573,24,62,0,0,1,1
313,2974,65,112,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,10,2,20,0,1,1,3,943179,592438,5,0,0,0,1,1
314,2974,257,471,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,10,2,20,0,1,1,2,941371,594575,14,0,0,0,1,1
315,2974,441,858,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,13,3,26,0,1,1,3,942443,594679,17,0,0,0,1,1
316,2974,443,870,0,0,2,0,0,0,0,0,0,0,6,0,0,171,0,0,0,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,9,2,17,0,1,1,2,943431,593073,20,0,0,0,1,1
317,2974,294,558,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,10,3,21,0,1,1,3,943648,594580,4,0,0,0,1,1
318,2974,295,549,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,11,3,23,0,1,1,3,943063,594469,9,0,0,0,1,1
319,2974,364,686,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,11,3,22,0,1,1,3,943490,594021,12,0,0,0,1,1
320,2974,252,448,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,12,3,23,0,1,1,3,942935,590620,14,0,0,0,1,1
321,2974,229,438,0,0,0,0,0,0,0,0,0,0,6,0,2,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,13,2,25,0,1,1,3,942242,591165,23,0,0,0,1,1
322,2975,732,1299,0,0,2,0,0,0,0,0,4,0,9,0,3,20,0,0,2,0,7,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,15,3,31,1,1,1,3,942657,589616,9,0,0,0,1,1
323,2975,424,717,0,0,0,0,0,0,0,0,0,0,6,25,0,49,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,11,2,21,0,1,1,3,942042,589922,9,0,0,0,1,1
324,2975,327,588,0,0,0,0,0,0,0,0,0,0,0,0,4,31,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,15,4,31,1,1,1,3,942135,589604,10,0,0,0,1,1
325,2976,286,604,0,0,22,0,0,0,0,0,12,0,3,0,0,334,0,0,0,84,29,5,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,562,0,0,0,940,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,14,14,29,3,1,2,3,939334,588514,28,0,0,0,1,1
326,2976,327,712,0,0,5,0,0,0,0,0,0,0,1,8,7,33,0,0,0,7,16,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,11,8,22,1,1,1,3,940359,589733,32,0,0,0,1,1
327,2976,39,103,0,0,4,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,13,15,26,2,1,2,3,939755,589006,17,0,0,0,1,1
328,2976,167,388,0,0,13,0,0,0,0,0,0,0,0,2,1,84,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,7,18,13,6,1,2,2,938465,588812,11,0,0,0,1,1
329,2976,498,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,19,6,36,0,1,1,3,940793,589142,9,0,0,0,1,1
330,2977,399,767,0,0,0,0,0,0,0,0,2,0,2,0,1,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,10,2,19,0,1,1,2,941018,593629,15,0,0,0,1,1
331,2977,573,1143,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,9,4,17,0,1,1,2,941182,592211,176,0,0,0,1,1
332,2977,379,719,0,0,0,0,0,0,0,0,0,0,3,0,17,33,0,0,0,17,24,117,0,897,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1112,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,12,10,4,1,2,2,939322,591389,34,0,0,0,1,1
333,2977,572,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,7,4,14,0,1,1,2,939890,593335,91,393,0,0,1,1
334,2977,265,489,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,11,4,22,0,1,1,3,941606,590957,16,0,0,0,1,1
335,2977,89,184,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,10,2,20,0,1,1,3,942106,592425,14,0,0,0,1,1
336,2978,569,1215,0,0,12,0,0,0,0,0,4,0,0,14,80,104,0,0,1,43,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,11,13,1,1,2,2,938785,593747,34,0,0,0,1,1
337,2978,349,720,0,0,0,0,0,0,0,0,0,0,6,0,0,29,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,6,8,14,1,1,1,2,939254,594511,15,0,0,0,1,1
